fk_well,date,gwl
673,2003-07-28,159.51
673,2003-08-04,159.5
673,2003-08-11,159.4
673,2003-08-18,159.36
673,2003-08-25,159.33
673,2003-09-01,159.33
673,2003-09-08,159.31
673,2003-09-15,159.32
673,2003-09-22,159.27
673,2003-09-29,159.26
673,2003-10-06,159.33
673,2003-10-13,159.53
673,2003-10-20,159.49
673,2003-10-27,159.5
673,2003-11-03,159.51
673,2003-11-10,159.51
673,2003-11-17,159.5
673,2003-11-24,159.6
673,2003-12-01,159.71
673,2003-12-08,159.71
673,2003-12-15,159.67
673,2003-12-22,159.74
673,2003-12-29,159.82
673,2004-01-05,159.79
673,2004-01-12,159.91
673,2004-01-19,161.27
673,2004-01-26,160.93
673,2004-02-02,160.65
673,2004-02-09,160.7
673,2004-02-16,160.57
673,2004-02-23,160.4
673,2004-03-01,160.23
673,2004-03-08,160.11
673,2004-03-15,160.03
673,2004-03-22,160.03
673,2004-03-29,160.04
673,2004-04-05,159.96
673,2004-04-12,160.25
673,2004-04-19,160.16
673,2004-04-26,160
673,2004-05-03,159.88
673,2004-05-10,159.91
673,2004-05-17,159.9
673,2004-05-24,159.86
673,2004-05-31,159.78
673,2004-06-07,159.81
673,2004-06-14,159.75
673,2004-06-21,159.69
673,2004-06-28,159.63
673,2004-07-05,159.57
673,2004-07-12,159.63
673,2004-07-19,159.68
673,2004-07-26,159.62
673,2004-08-02,159.54
673,2004-08-09,159.48
673,2004-08-16,159.59
673,2004-08-23,159.7
673,2004-08-30,159.96
673,2004-09-06,159.93
673,2004-09-13,159.79
673,2004-09-20,159.68
673,2004-09-27,159.72
673,2004-10-04,159.73
673,2004-10-11,159.84
673,2004-10-18,160.11
673,2004-10-25,160.25
673,2004-11-01,160.96
673,2004-11-08,160.59
673,2004-11-15,160.43
673,2004-11-22,160.31
673,2004-11-29,160.34
673,2004-12-06,160.3
673,2004-12-13,160.21
673,2004-12-20,160.3
673,2004-12-27,160.67
673,2005-01-03,160.86
673,2005-01-10,161.38
673,2005-01-17,160.67
673,2005-01-24,160.98
673,2005-01-31,161.35
673,2005-02-07,160.62
673,2005-02-14,161.2
673,2005-02-21,161.04
673,2005-02-28,160.7
673,2005-03-07,160.44
673,2005-03-14,160.4
673,2005-03-21,160.76
673,2005-03-28,160.73
673,2005-04-04,160.7
673,2005-04-11,161.03
673,2005-04-18,160.74
673,2005-04-25,160.95
673,2005-05-02,160.68
673,2005-05-09,160.94
673,2005-05-16,160.68
673,2005-05-23,160.52
673,2005-05-30,160.36
673,2005-06-06,160.21
673,2005-06-13,160.07
673,2005-06-20,159.94
673,2005-06-27,159.81
673,2005-07-04,159.79
673,2005-07-11,159.83
673,2005-07-18,159.78
673,2005-07-25,159.76
673,2005-08-01,160.06
673,2005-08-08,160.09
673,2005-08-15,159.94
673,2005-08-22,159.97
673,2005-08-29,160
673,2005-09-05,159.86
673,2005-09-12,159.76
673,2005-09-19,159.74
673,2005-09-26,159.67
673,2005-10-03,159.68
673,2005-10-10,159.77
673,2005-10-17,159.7
673,2005-10-24,159.63
673,2005-10-31,159.59
673,2005-11-07,159.61
673,2005-11-14,159.59
673,2005-11-21,159.56
673,2005-11-28,159.51
673,2005-12-05,159.51
673,2005-12-12,159.58
673,2005-12-19,159.65
673,2005-12-26,159.69
673,2006-01-02,159.73
673,2006-01-09,159.83
673,2006-01-16,159.8
673,2006-01-23,159.91
673,2006-01-30,159.88
673,2006-02-06,159.8
673,2006-02-13,159.73
673,2006-02-20,160.31
673,2006-02-27,160.32
673,2006-03-06,160.39
673,2006-03-13,161.21
673,2006-03-20,160.76
673,2006-03-27,160.85
673,2006-04-03,160.75799999999998
673,2006-04-10,160.666
673,2006-04-17,160.57399999999998
673,2006-04-24,160.482
673,2006-05-01,160.39
673,2006-05-08,160.21
673,2006-05-15,160.35
673,2006-05-22,160.26
673,2006-05-29,161.24
673,2006-06-05,160.71
673,2006-06-12,160.36
673,2006-06-19,159.82
673,2006-06-26,160.05
673,2006-07-03,159.93
673,2006-07-10,159.82
673,2006-07-17,159.72
673,2006-07-24,159.64
673,2006-07-31,159.67
673,2006-08-07,159.71
673,2006-08-14,159.89
673,2006-08-21,159.96
673,2006-08-28,160.43
673,2006-09-04,160.17
673,2006-09-11,159.97
673,2006-09-18,160.01
673,2006-09-25,160.05
673,2006-10-02,160.85
673,2006-10-09,160.45
673,2006-10-16,160.19
673,2006-10-23,160.22
673,2006-10-30,160.09
673,2006-11-06,159.96
673,2006-11-13,160
673,2006-11-20,160.21
673,2006-11-27,160.2875
673,2006-12-04,160.365
673,2006-12-11,160.37
673,2006-12-18,160.27
673,2006-12-25,160.11
673,2007-01-01,160.225
673,2007-01-08,160.34
673,2007-01-15,160.53
673,2007-01-22,160.77
673,2007-01-29,160.62
673,2007-02-05,160.51
673,2007-02-12,160.66
673,2007-02-19,161.24
673,2007-02-26,160.76
673,2007-03-05,161.39
673,2007-03-12,161.01
673,2007-03-19,160.67
673,2007-03-26,160.85
673,2007-04-02,160.76
673,2007-04-09,160.49
673,2007-04-16,160.24
673,2007-04-23,160.05
673,2007-04-30,159.91
673,2007-05-07,159.82
673,2007-05-14,160.08
673,2007-05-21,160.29
673,2007-05-28,160.15
673,2007-06-04,160.43
673,2007-06-11,160.33
673,2007-06-18,160.21
673,2007-06-25,160.47
673,2007-07-02,160.44
673,2007-07-09,160.66
673,2007-07-16,160.52
673,2007-07-23,160.32
673,2007-07-30,160.21
673,2007-08-06,160.19
673,2007-08-13,160.58
673,2007-08-20,160.35
673,2007-08-27,160.14
673,2007-09-03,159.99
673,2007-09-10,159.94
673,2007-09-17,159.86
673,2007-09-24,159.84
673,2007-10-01,159.8
673,2007-10-08,159.75
673,2007-10-15,159.69
673,2007-10-22,159.65
673,2007-10-29,159.6
673,2007-11-05,159.56
673,2007-11-12,159.78
673,2007-11-19,160.19
673,2007-11-26,160.29
673,2007-12-03,160.29
673,2007-12-10,161.02
673,2007-12-17,161.13
673,2007-12-24,160.63
673,2007-12-31,160.35
673,2008-01-07,160.31
673,2008-01-14,160.58
673,2008-01-21,160.45
673,2008-01-28,160.48
673,2008-02-04,160.38
673,2008-02-11,160.36
673,2008-02-18,160.22
673,2008-02-25,160.08
673,2008-03-03,160.1
673,2008-03-10,160.32
673,2008-03-17,160.54
673,2008-03-24,160.66
673,2008-03-31,160.57
673,2008-04-07,160.56
673,2008-04-14,161.02
673,2008-04-21,160.94
673,2008-04-28,160.9
673,2008-05-05,160.57
673,2008-05-12,160.3
673,2008-05-19,160.14
673,2008-05-26,160.04
673,2008-06-02,159.96
673,2008-06-09,159.9
673,2008-06-16,159.9
673,2008-06-23,159.82
673,2008-06-30,159.77
673,2008-07-07,159.72
673,2008-07-14,159.7
673,2008-07-21,159.68
673,2008-07-28,159.6
673,2008-08-04,159.56
673,2008-08-11,159.55
673,2008-08-18,159.88
673,2008-08-25,159.78
673,2008-09-01,159.69
673,2008-09-08,159.83
673,2008-09-15,159.86
673,2008-09-22,159.82
673,2008-09-29,159.73
673,2008-10-06,159.76
673,2008-10-13,159.73
673,2008-10-20,159.74
673,2008-10-27,159.88
673,2008-11-03,160.29
673,2008-11-10,160.17
673,2008-11-17,160.01
673,2008-11-24,160.1
673,2008-12-01,160.13
673,2008-12-08,160.33
673,2008-12-15,160.47
673,2008-12-22,160.64
673,2008-12-29,160.7
673,2009-01-05,160.4
673,2009-01-12,160.18
673,2009-01-19,160.06
673,2009-01-26,160.12
673,2009-02-02,160.04
673,2009-02-09,159.99
673,2009-02-16,160.16
673,2009-02-23,160.39
673,2009-03-02,160.66
673,2009-03-09,161.49
673,2009-03-16,161.35
673,2009-03-23,160.91
673,2009-03-30,161.16
673,2009-04-06,160.9
673,2009-04-13,160.64
673,2009-04-20,160.46
673,2009-04-27,160.26
673,2009-05-04,160.11
673,2009-05-11,160.02
673,2009-05-18,159.98
673,2009-05-25,159.98
673,2009-06-01,159.91
673,2009-06-08,159.84
673,2009-06-15,159.78
673,2009-06-22,159.78
673,2009-06-29,159.73
673,2009-07-06,159.71
673,2009-07-13,159.79
673,2009-07-20,160.38
673,2009-07-27,160.21
673,2009-08-03,160
673,2009-08-10,159.86
673,2009-08-17,159.79
673,2009-08-24,159.68
673,2009-08-31,159.61
673,2009-09-07,159.59
673,2009-09-14,159.53
673,2009-09-21,159.5
673,2009-09-28,159.46
673,2009-10-05,159.42
673,2009-10-12,159.45
673,2009-10-19,159.52
673,2009-10-26,159.5
673,2009-11-02,159.47
673,2009-11-09,159.56
673,2009-11-16,159.62
673,2009-11-23,159.7
673,2009-11-30,159.85
673,2009-12-07,159.91
673,2009-12-14,160.42
673,2009-12-21,160.24
673,2009-12-28,160.52
673,2010-01-04,160.81
673,2010-01-11,160.48
673,2010-01-18,160.32
673,2010-01-25,160.32
673,2010-02-01,160.22
673,2010-02-08,160.33
673,2010-02-15,160.28
673,2010-02-22,160.27
673,2010-03-01,160.7
673,2010-03-08,160.56
673,2010-03-15,160.33
673,2010-03-22,160.43
673,2010-03-29,160.44
673,2010-04-05,160.36
673,2010-04-12,160.25
673,2010-04-19,160.1
673,2010-04-26,159.96
673,2010-05-03,159.87
673,2010-05-10,159.99
673,2010-05-17,160.48
673,2010-05-24,160.29
673,2010-05-31,160.21
673,2010-06-07,160.2
673,2010-06-14,160.08
673,2010-06-21,160.03
673,2010-06-28,159.91
673,2010-07-05,159.82
673,2010-07-12,159.73
673,2010-07-19,159.66
673,2010-07-26,159.66
673,2010-08-02,159.86
673,2010-08-09,159.95
673,2010-08-16,159.93
673,2010-08-23,159.99
673,2010-08-30,160.12
673,2010-09-06,160.31
673,2010-09-13,160.1
673,2010-09-20,159.97
673,2010-09-27,159.88
673,2010-10-04,159.85
673,2010-10-11,159.78
673,2010-10-18,159.71
673,2010-10-25,159.77
673,2010-11-01,159.8
673,2010-11-08,159.78
673,2010-11-15,159.92
673,2010-11-22,160.22
673,2010-11-29,160.29
673,2010-12-06,160.19
673,2010-12-13,161.34
673,2010-12-20,160.88
673,2010-12-27,161.33
673,2011-01-03,160.87
673,2011-01-10,161.59
673,2011-01-17,161.69
673,2011-01-24,161.09
673,2011-01-31,160.78
673,2011-02-07,160.55
673,2011-02-14,160.42
673,2011-02-21,160.28
673,2011-02-28,160.18
673,2011-03-07,160.12
673,2011-03-14,160.03
673,2011-03-21,159.99
673,2011-03-28,159.93
673,2011-04-04,159.88
673,2011-04-11,159.91
673,2011-04-18,159.84
673,2011-04-25,159.76
673,2011-05-02,159.7
673,2011-05-09,159.65
673,2011-05-16,159.62
673,2011-05-23,159.57
673,2011-05-30,159.52
673,2011-06-06,159.49
673,2011-06-13,159.53
673,2011-06-20,159.64
673,2011-06-27,159.75
673,2011-07-04,159.66
673,2011-07-11,159.59
673,2011-07-18,159.68
673,2011-07-25,159.73
673,2011-08-01,159.79
673,2011-08-08,159.82
673,2011-08-15,159.79
673,2011-08-22,159.74
673,2011-08-29,159.69
673,2011-09-05,159.66
673,2011-09-12,159.66
673,2011-09-19,159.62
673,2011-09-26,159.57
673,2011-10-03,159.51
673,2011-10-10,159.55
673,2011-10-17,159.65
673,2011-10-24,159.71
673,2011-10-31,159.64
673,2011-11-07,159.58
673,2011-11-14,159.53
673,2011-11-21,159.5
673,2011-11-28,159.47
673,2011-12-05,159.47
673,2011-12-12,160.47
673,2011-12-19,160.93
673,2011-12-26,161.44
673,2012-01-02,161.23
673,2012-01-09,161.6
673,2012-01-16,161.08
673,2012-01-23,161.79
673,2012-01-30,161.24
673,2012-02-06,160.74
673,2012-02-13,160.44
673,2012-02-20,160.35
673,2012-02-27,160.32
673,2012-03-05,160.34
673,2012-03-12,160.27
673,2012-03-19,160.2
673,2012-03-26,160.15
673,2012-04-02,160.05
673,2012-04-09,160.01
673,2012-04-16,160.02
673,2012-04-23,160.04
673,2012-04-30,160.08
673,2012-05-07,159.98
673,2012-05-14,159.91
673,2012-05-21,159.91
673,2012-05-28,160.01
673,2012-06-04,159.92
673,2012-06-11,159.9
673,2012-06-18,160.18
673,2012-06-25,160.02
673,2012-07-02,159.98
673,2012-07-09,160.14
673,2012-07-16,160.16
673,2012-07-23,160.14
673,2012-07-30,160.06
673,2012-08-06,159.96
673,2012-08-13,159.83
673,2012-08-20,159.82
673,2012-08-27,159.76
673,2012-09-03,159.75
673,2012-09-10,159.68
673,2012-09-17,159.66
673,2012-09-24,159.72
673,2012-10-01,159.74
673,2012-10-08,159.79
673,2012-10-15,160.61
673,2012-10-22,160.36
673,2012-10-29,160.18
673,2012-11-05,160.47
673,2012-11-12,160.93
673,2012-11-19,160.63
673,2012-11-26,160.35
673,2012-12-03,160.86
673,2012-12-10,160.81
673,2012-12-17,161.39
673,2012-12-24,161.95
673,2012-12-31,161.63
673,2013-01-07,161.06
673,2013-01-14,160.72
673,2013-01-21,160.49
673,2013-01-28,160.33
673,2013-02-04,161.69
673,2013-02-11,161.47
673,2013-02-18,160.96
673,2013-02-25,160.71
673,2013-03-04,160.48
673,2013-03-11,160.57
673,2013-03-18,160.52
673,2013-03-25,160.48
673,2013-04-01,160.36
673,2013-04-08,160.2
673,2013-04-15,160.56
673,2013-04-22,160.42
673,2013-04-29,160.31
673,2013-05-06,160.32
673,2013-05-13,160.47
673,2013-05-20,160.37
673,2013-05-27,160.48
673,2013-06-03,161.81
673,2013-06-10,161.01
673,2013-06-17,160.61
673,2013-06-24,160.35
673,2013-07-01,160.28
673,2013-07-08,160.17
673,2013-07-15,159.99
673,2013-07-22,159.89
673,2013-07-29,159.8
673,2013-08-05,160
673,2013-08-12,159.88
673,2013-08-19,159.79
673,2013-08-26,159.83
673,2013-09-02,159.81
673,2013-09-09,159.75
673,2013-09-16,160.07
673,2013-09-23,160.59
673,2013-09-30,160.25
673,2013-10-07,160.18
673,2013-10-14,160.47
673,2013-10-21,161.08
673,2013-10-28,160.72
673,2013-11-04,160.62
673,2013-11-11,161.25
673,2013-11-18,160.98
673,2013-11-25,160.77
673,2013-12-02,160.55
673,2013-12-09,160.36
673,2013-12-16,160.21
673,2013-12-23,160.14
673,2013-12-30,161.13
673,2014-01-06,160.96
673,2014-01-13,160.79
673,2014-01-20,160.71
673,2014-01-27,160.54
673,2014-02-03,160.37
673,2014-02-10,160.3
673,2014-02-17,160.71
673,2014-02-24,160.63
673,2014-03-03,160.45
673,2014-03-10,160.27
673,2014-03-17,160.11
673,2014-03-24,160
673,2014-03-31,159.9
673,2014-04-07,159.8
673,2014-04-14,159.74
673,2014-04-21,159.7
673,2014-04-28,159.66
673,2014-05-05,159.69
673,2014-05-12,159.73
673,2014-05-19,159.93
673,2014-05-26,159.85
673,2014-06-02,159.75
673,2014-06-09,159.62
673,2014-06-16,159.55
673,2014-06-23,159.45
673,2014-06-30,159.42
673,2014-07-07,159.46
673,2014-07-14,160.17
673,2014-07-21,160.14
673,2014-07-28,160.67
673,2014-08-04,160.96
673,2014-08-11,160.47
673,2014-08-18,160.23
673,2014-08-25,160.01
673,2014-09-01,160.3
673,2014-09-08,160.21
673,2014-09-15,160.07
673,2014-09-22,159.95
673,2014-09-29,159.94
673,2014-10-06,159.85
673,2014-10-13,159.83
673,2014-10-20,160.21
673,2014-10-27,160.27
673,2014-11-03,160.1
673,2014-11-10,160.02
673,2014-11-17,160.15
673,2014-11-24,160.35
673,2014-12-01,160.15
673,2014-12-08,159.99
673,2014-12-15,159.95
673,2014-12-22,160.38
673,2014-12-29,160.38
673,2015-01-05,160.78
673,2015-01-12,161.07
673,2015-01-19,161.4
673,2015-01-26,160.9
673,2015-02-02,160.87
673,2015-02-09,160.64
673,2015-02-16,160.42
673,2015-02-23,160.33
673,2015-03-02,160.58
673,2015-03-09,160.7
673,2015-03-16,160.47
673,2015-03-23,160.29
673,2015-03-30,160.15
673,2015-04-06,160.72
673,2015-04-13,160.52
673,2015-04-20,160.29
673,2015-04-27,160.11
673,2015-05-04,160.45
673,2015-05-11,160.51
673,2015-05-18,160.39
673,2015-05-25,160.19
673,2015-06-01,160.02
673,2015-06-08,159.88
673,2015-06-15,159.85
673,2015-06-22,159.83
673,2015-06-29,159.78
673,2015-07-06,159.65
673,2015-07-13,159.55
673,2015-07-20,159.48
673,2015-07-27,159.43
673,2015-08-03,159.41
673,2015-08-10,159.38
673,2015-08-17,159.37
673,2015-08-24,159.34
673,2015-08-31,159.32
673,2015-09-07,159.27
673,2015-09-14,159.26
673,2015-09-21,159.28
673,2015-09-28,159.28
673,2015-10-05,159.28
673,2015-10-12,159.28
673,2015-10-19,159.3
673,2015-10-26,159.28
673,2015-11-02,159.27
673,2015-11-09,159.26
673,2015-11-16,159.23
673,2015-11-23,159.53
673,2015-11-30,159.65
673,2015-12-07,160.16
673,2015-12-14,159.96
673,2015-12-21,159.84
673,2015-12-28,159.8
673,2016-01-04,159.76
673,2016-01-11,160.09
673,2016-01-18,160.65
673,2016-01-25,160.37
673,2016-02-01,160.8
673,2016-02-08,161.06
673,2016-02-15,161.04
673,2016-02-22,160.9
673,2016-02-29,160.91
673,2016-03-07,161.15
673,2016-03-14,160.95
673,2016-03-21,160.64
673,2016-03-28,160.45
673,2016-04-04,160.43
673,2016-04-11,160.34
673,2016-04-18,160.74
673,2016-04-25,160.77
673,2016-05-02,160.97
673,2016-05-09,160.76
673,2016-05-16,160.57
673,2016-05-23,160.395
673,2016-05-30,160.5175
673,2016-06-06,160.64
673,2016-06-13,161.07
673,2016-06-20,161.43
673,2016-06-27,161.15
673,2016-07-04,160.68
673,2016-07-11,160.34
673,2016-07-18,160.15
673,2016-07-25,160.01
673,2016-08-01,159.88
673,2016-08-08,159.84
673,2016-08-15,159.75
673,2016-08-22,159.68
673,2016-08-29,159.61
673,2016-09-05,159.56
673,2016-09-12,159.52
673,2016-09-19,159.49
673,2016-09-26,159.48
673,2016-10-03,159.45
673,2016-10-10,159.43
673,2016-10-17,159.4
673,2016-10-24,159.47
673,2016-10-31,159.53
673,2016-11-07,159.51
673,2016-11-14,159.74
673,2016-11-21,159.93
673,2016-11-28,159.93
673,2016-12-05,159.8
673,2016-12-12,159.7
673,2016-12-19,159.61999511719
673,2016-12-26,159.57
673,2017-01-02,159.52000427246
673,2017-01-09,159.47999572754
673,2017-01-16,159.55999755859
673,2017-01-23,159.57000732422
673,2017-01-30,159.55000305176
673,2017-02-06,160.00999450684
673,2017-02-13,160.13999938965
673,2017-02-20,160.08000183105
673,2017-02-27,160.19000244141
673,2017-03-06,160.78999328613
673,2017-03-13,161.21000671387
673,2017-03-20,160.72999572754
673,2017-03-27,160.5
673,2017-04-03,160.25
673,2017-04-10,160.05999755859
673,2017-04-17,159.89999389648
673,2017-04-24,159.86000061035
673,2017-05-01,159.83000183105
673,2017-05-08,159.83999633789
673,2017-05-15,159.96000671387
673,2017-05-22,159.94999694824
673,2017-05-29,159.82000732422
673,2017-06-05,159.77000427246
673,2017-06-12,159.75999450684
673,2017-06-19,159.71000671387
673,2017-06-26,159.60000610352
673,2017-07-03,159.53999328613
673,2017-07-10,159.5
673,2017-07-17,159.53999328613
673,2017-07-24,159.53999328613
673,2017-07-31,159.86000061035
673,2017-08-07,159.78999328613
673,2017-08-14,159.85000610352
673,2017-08-21,159.85000610352
673,2017-08-28,159.72999572754
673,2017-09-04,159.64999389648
673,2017-09-11,159.57000732422
673,2017-09-18,159.61000061035
673,2017-09-25,159.63999938965
673,2017-10-02,159.55999755859
673,2017-10-09,159.67999267578
673,2017-10-16,159.7200012207
673,2017-10-23,159.66999816895
673,2017-10-30,159.69000244141
673,2017-11-06,159.72999572754
673,2017-11-13,160.44999694824
673,2017-11-20,160.71000671387
673,2017-11-27,161.00999450684
673,2017-12-04,161
673,2017-12-11,160.80999755859
673,2017-12-18,161.2799987793
673,2017-12-25,161.07000732422
673,2018-01-01,161.05000305176
673,2018-01-08,161.69999694824
673,2018-01-15,161.05000305176
673,2018-01-22,161.86999511719
673,2018-01-29,161.5299987793
673,2018-02-05,161.2799987793
673,2018-02-12,160.83000183105
673,2018-02-19,160.91999816895
673,2018-02-26,160.67999267578
673,2018-03-05,160.44000244141
673,2018-03-12,160.32000732422
673,2018-03-19,160.38999938965
673,2018-03-26,160.27000427246
673,2018-04-02,160.28999328613
673,2018-04-09,160.2200012207
673,2018-04-16,160.11000061035
673,2018-04-23,160.00999450684
673,2018-04-30,159.91000366211
673,2018-05-07,159.80999755859
673,2018-05-14,159.86999511719
673,2018-05-21,159.9700012207
673,2018-05-28,159.94000244141
673,2018-06-04,159.94000244141
673,2018-06-11,159.94000244141
673,2018-06-18,159.85000610352
673,2018-06-25,159.7200012207
673,2018-07-02,159.58000183105
673,2018-07-09,159.5299987793
673,2018-07-16,159.4700012207
673,2018-07-23,159.41999816895
673,2018-07-30,159.36999511719
673,2018-08-06,159.32000732422
673,2018-08-13,159.28999328613
673,2018-08-20,159.25999450684
673,2018-08-27,159.25
673,2018-09-03,159.32000732422
673,2018-09-10,159.28999328613
673,2018-09-17,159.24000549316
673,2018-09-24,159.2200012207
673,2018-10-01,159.25
673,2018-10-08,159.21000671387
673,2018-10-15,159.17999267578
673,2018-10-22,159.14999389648
673,2018-10-29,159.16000366211
673,2018-11-05,159.19000244141
673,2018-11-12,159.17999267578
673,2018-11-19,159.19999694824
673,2018-11-26,159.13999938965
673,2018-12-03,159.19000244141
673,2018-12-10,159.42999267578
673,2018-12-17,159.66999816895
673,2018-12-24,159.80999755859
673,2018-12-31,160.33000183105
673,2019-01-07,160.30000305175
673,2019-01-14,160.27000427246
673,2019-01-21,160.71000671387
673,2019-01-28,160.36000061035
673,2019-02-04,160.28999328613
673,2019-02-11,160.33000183105
673,2019-02-18,160.41000366211
673,2019-02-25,160.2799987793
673,2019-03-04,160.30000305176
673,2019-03-11,160.39999389648
673,2019-03-18,161.25999450684
673,2019-03-25,160.83000183105
673,2019-04-01,160.44999694824
673,2019-04-08,160.28999328613
673,2019-04-15,160.38000488281
673,2019-04-22,160.21000671387
673,2019-04-29,160.05000305176
673,2019-05-06,159.9700012207
673,2019-05-13,160.14999389648
673,2019-05-20,160.14999389648
673,2019-05-27,160.91999816895
673,2019-06-03,160.46000671387
673,2019-06-10,160.16999816895
673,2019-06-17,160.11000061035
673,2019-06-24,160.05999755859
673,2019-07-01,159.89999389648
673,2019-07-08,159.71000671387
673,2019-07-15,159.63000488281
673,2019-07-22,159.57000732422
673,2019-07-29,159.60500717163
673,2019-08-05,159.64000701905
673,2019-08-12,159.67500686646
673,2019-08-19,159.71000671387
673,2019-08-26,159.58500671387
673,2019-09-02,159.46000671387
673,2019-09-09,159.38000488281
673,2019-09-16,159.33000183105
673,2019-09-23,159.27000427246
673,2019-09-30,159.33999633789
673,2019-10-07,159.42999267578
673,2019-10-14,159.7200012207
673,2019-10-21,159.77000427246
673,2019-10-28,159.82000732422
673,2019-11-04,159.80999755859
673,2019-11-11,159.99000549316
673,2019-11-18,159.96000671387
673,2019-11-25,159.86999511719
673,2019-12-02,159.91000366211
673,2019-12-09,159.89999389648
673,2019-12-16,160.36999511719
673,2019-12-23,160.63999938965
673,2019-12-30,160.97999572754
673,2020-01-06,160.61000061035
673,2020-01-13,160.33000183105
673,2020-01-20,160.16000366211
673,2020-01-27,160.0299987793
673,2020-02-03,160.19000244141
673,2020-02-10,161.25
673,2020-02-17,161.08999633789
673,2020-02-24,161.08999633789
673,2020-03-02,161.21000671387
673,2020-03-09,161.58999633789
673,2020-03-16,161.36000061035
673,2020-03-23,160.83000183105
673,2020-03-30,160.5
673,2020-04-06,160.25999450684
673,2020-04-13,160.07000732422
673,2020-04-20,159.91999816895
673,2020-04-27,159.77000427246
673,2020-05-04,159.72999572754
673,2020-05-11,159.66000366211
673,2020-05-18,159.63000488281
673,2020-05-25,159.57000732422
673,2020-06-01,159.5
673,2020-06-08,159.55000305176
673,2020-06-15,159.55999755859
673,2020-06-22,159.58999633789
673,2020-06-29,159.60000610352
673,2020-07-06,159.58000183105
673,2020-07-13,159.5
673,2020-07-20,159.44000244141
673,2020-07-27,159.36999511719
673,2020-08-03,159.30000305176
673,2020-08-10,159.28999328613
673,2020-08-17,159.30999755859
673,2020-08-24,159.36000061035
673,2020-08-31,159.27000427246
673,2020-09-07,159.35000610352
673,2020-09-14,159.25
673,2020-09-21,159.19000244141
673,2020-09-28,159.32000732422
673,2020-10-05,159.42999267578
673,2020-10-12,159.64999389648
673,2020-10-19,159.63000488281
673,2020-10-26,159.55999755859
673,2020-11-02,159.74000549316
673,2020-11-09,159.85000610352
673,2020-11-16,159.75
673,2020-11-23,159.69000244141
673,2020-11-30,159.61999511719
673,2020-12-07,159.61000061035
673,2020-12-14,159.66999816895
673,2020-12-21,159.83999633789
673,2020-12-28,160.27000427246
673,2021-01-04,160.33999633789
673,2021-01-11,160.16000366211
673,2021-01-18,160.55000305176
673,2021-01-25,161.17999267578
673,2021-02-01,161.4400024414
673,2021-02-08,161.23000335693
673,2021-02-15,161.02000427246
673,2021-02-22,160.74000549316
673,2021-03-01,160.5
673,2021-03-08,160.30999755859
673,2021-03-15,160.27000427246
673,2021-03-22,160.47999572754
673,2021-03-29,160.36000061035
673,2021-04-05,160.2200012207
673,2021-04-12,160.10000610352
673,2021-04-19,160.05000305176
673,2021-04-26,159.94000244141
673,2021-05-03,159.88000488281
673,2021-05-10,160.32000732422
673,2021-05-17,160.36000061035
673,2021-05-24,160.63000488281
673,2021-05-31,160.55000305176
673,2021-06-07,160.33000183105
673,2021-06-14,160.2200012207
673,2021-06-21,160.05000305176
673,2021-06-28,160.08999633789
673,2021-07-05,160.47999572754
673,2021-07-12,160.36000061035
673,2021-07-19,161.21000671387
673,2021-07-26,160.63999938965
673,2021-08-02,160.30999755859
673,2021-08-09,160.16000366211
673,2021-08-16,159.99000549316
673,2021-08-23,159.88000488281
673,2021-08-30,159.80000305176
673,2021-09-06,159.75
673,2021-09-13,159.69999694824
673,2021-09-20,159.66000366211
673,2021-09-27,159.61999511719
673,2021-10-04,159.57000732422
673,2021-10-11,159.60000610352
673,2021-10-18,159.55000305176
673,2021-10-25,159.53999328613
673,2021-11-01,159.5
673,2021-11-08,159.69000244141
673,2021-11-15,159.63999938965
673,2021-11-22,159.58999633789
673,2021-11-29,159.57000732422
673,2021-12-06,160.08000183105
673,2021-12-13,160.21000671387
673,2021-12-20,160.14999389648
673,2021-12-27,160.08999633789
673,2022-01-03,160.66999862671
673,2022-01-10,160.94999771118
673,2022-01-17,160.61999633789
673,2022-01-24,160.33999725342
673,2022-01-31,160.16999862671
673,2022-02-07,160.4600050354
673,2022-02-14,160.61000045777
673,2022-02-21,160.63000366211
673,2022-02-28,160.52000320435
673,2022-03-07,160.30000228882
673,2022-03-14,160.10000457764
673,2022-03-21,159.94999771118
673,2022-03-28,159.85000457764
673,2022-04-04,159.82000549316
673,2022-04-11,160.07000549316
673,2022-04-18,160.08999725342
673,2022-04-25,159.91999862671
673,2022-05-02,159.89999542236
673,2022-05-09,159.82000549316
673,2022-05-16,159.75
673,2022-05-23,159.66000274658
673,2022-05-30,159.55999816895
673,2022-06-06,159.49000411987
673,2022-06-13,159.41999862671
673,2022-06-20,159.35000457764
673,2022-06-27,159.36999633789
673,2022-07-04,159.44000183105
673,2022-07-11,159.30999816895
673,2022-07-18,159.22000091553
673,2022-07-25,159.19999771118
673,2022-08-01,159.19000183105
673,2022-08-08,159.14999542236
673,2022-08-15,159.11000045777
673,2022-08-22,159.19000183105
673,2022-08-29,159.22000091553
673,2022-09-05,159.25
673,2022-09-12,159.24000411987
673,2022-09-19,159.36999633789
673,2022-09-26,159.38000396729
673,2022-10-03,159.5
673,2022-10-10,159.72
673,2022-10-17,159.69
673,2022-10-24,159.89
673,2022-10-31,159.92
673,2022-11-07,159.86
673,2022-11-14,159.99
673,2022-11-21,160.4
673,2022-11-28,160.51
